School_ID	Legacy_Unit_ID	Finance_ID	Short_Name	Long_Name	School_Type	Primary_Category	Is_High_School	Is_Middle_School	Is_Elementary_School	Is_Pre_School	Summary	Administrator_Title	Administrator	Secondary_Contact_Title	Secondary_Contact	Address	City	State	Zip	Phone	Fax	CPS_School_Profile	Website	Facebook	Twitter	Youtube	Pinterest	Attendance_Boundaries	Grades_Offered_All	Grades_Offered	Student_Count_Total	Student_Count_Low_Income	Student_Count_Special_Ed	Student_Count_English_Learners	Student_Count_Black	Student_Count_Hispanic	Student_Count_White	Student_Count_Asian	Student_Count_Native_American	Student_Count_Other_Ethnicity	Student_Count_Asian_Pacific_Islander	Student_Count_Multi	Student_Count_Hawaiian_Pacific_Islander	Student_Count_Ethnicity_Not_Available	Statistics_Description	Demographic_Description	ADA_Accessible	Dress_Code	PreK_School_Day	Kindergarten_School_Day	School_Hours	Freshman_Start_End_Time	After_School_Hours	Earliest_Drop_Off_Time	Classroom_Languages	Bilingual_Services	Refugee_Services	Title_1_Eligible	PreSchool_Inclusive	Preschool_Instructional	Significantly_Modified	Hard_Of_Hearing	Visual_Impairments	Transportation_Bus	Transportation_El	Transportation_Metra	School_Latitude	School_Longitude	Average_ACT_School	Mean_ACT	College_Enrollment_Rate_School	College_Enrollment_Rate_Mean	Graduation_Rate_School	Graduation_Rate_Mean	Overall_Rating	Rating_Status	Rating_Statement	Classification_Description	School_Year	Third_Contact_Title	Third_Contact_Name	Fourth_Contact_Title	Fourth_Contact_Name	Fifth_Contact_Title	Fifth_Contact_Name	Sixth_Contact_Title	Sixth_Contact_Name	Seventh_Contact_Title	Seventh_Contact_Name	Location	Longitude	Latitude
609718	1420	46201	KENNEDY HS	John F Kennedy High School	Neighborhood	HS	Y	N	N	N	"John F. Kennedy High School challenges all students to become critical thinkers in an increasingly connected global society.Â  The school aims to develop students into productive, knowledgeable, active, and reflective lifelong learners who positively impact their community, country, and world."	Principal	George Z Szkapiak	Assistant Principal	Ms. Rachel Peralta	6325 W 56TH ST	Chicago	Illinois	60638	7735352325	7735352485	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609718	http://www.kennedyhschicago.org					Y	"9,10,11,12"	41893	1686	1241	295	107	65	1230	351	10	18	0	0	9	2	1	There are 1686 students enrolled at KENNEDY HS.  73.6% are Low Income Students.  17.5% are Diverse Learners.  6.3% are Limited English Learners.	The largest demographic at KENNEDY HS is Hispanic.  This demographic makes up 73% of the student population.  The second greatest demographic is White at 20.8%.	Fully Accessible	N			7:30 AM-2:45 PM	7:30 a.m. - 2:45 p.m.	2:45 - 8:00 PM	0.28125	"Polish, Spanish"	Y	N	Y			Y			"55N, 62, 62H"	Orange		41.789961	-87.78084	18.1	18.4	59.5	57.9	68.8	73.5	Level 2+	Good Standing	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	Assistant Principal	Mr. Roberto Paredes	Principal	Mr. George Szkapiak							"6325 W 56TH ST
Chicago, Illinois 60638
(41.789961, -87.78084)"	41.78996	-87.78084
400157	9614	66577	NOBLE - BAKER HS	Noble - Baker College Prep	Charter	HS	Y	N	N	N	.	Director	Ms. Mary Arrigo			2710 E 89TH ST	Chicago	Illinois	60617	7735356460	7739130346	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400157	http://bakercollegeprep.noblenetwork.org/					N	"9,10,11,12"	41893	366	330	89	19	308	46	4	1	2	0	0	4	0	1	There are 366 students enrolled at NOBLE - BAKER HS.  90.2% are Low Income Students.  24.3% are Diverse Learners.  5.2% are Limited English Learners.	The largest demographic at NOBLE - BAKER HS is Black.  This demographic makes up 84.2% of the student population.  The second greatest demographic is Hispanic at 12.6%.	No/unknown accessibility	Y			"Mon - Thurs 7:45 am - 3:30 pm, Fri 7:45am- 1:15 pm"	"Mon - Thurs 7:45 am - 3:30 pm, Fri 7:45am- 1:15 pm"	3:30 pm - 5:00 pm	0.291666667	"Spanish, Spanish for Heritage Speakers"	N	N	Y						"30, 87, 95"	Red	Metra Electric District (ME)	41.734622	-87.556201	19.6	18.4		57.9		73.5	Level 1+	Not Applicable	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"2710 E 89TH ST
Chicago, Illinois 60617
(41.734622, -87.556201)"	41.73462	-87.55620
609709	1340	46141	GAGE PARK HS	Gage Park High School	Neighborhood	HS	Y	N	N	N	"The mission of Gage Park High School is to inspire and prepare all students for college, career and citizenship through a rigorous course of study facilitated through inquiry and project-based learning. Â  VISION We the staff, parents, and community of Gage Park High School in the pursuit of academic excellence, are dedicated to the students whom we serve. The rigorous curriculum along with the experience and expertise of teachers will create well-rounded, life-long learners.Â   CORE BELIEFS & VALUES  RESPECT: We interact with integrity and with the best intentions in order to promote a positive environment.Â  TEAM WORK: We value each others' strengths, are open to change, and work together to productively solve problems. LEARNING: We strive to maintain an intellectually and emotionally engagingÂ environment conducive to lifelong learning.Â  FAMILY AND COMMUNITY: We always welcome equal and active partners in ourÂ children sÂ education while promoting diversity and healthy lifestyles. DEDICATIONS: We are Passionate about our work, value quality over quantity, and are willing to combat any challenge that we m"	Principal	Tamika Ball	Assistant Principal	Thomas Peri	5630 S ROCKWELL ST	Chicago	Illinois	60629	7735359230	7735359411	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609709	http://www.gageparkhs.org	https://www.facebook.com/GageParkHS	https://twitter.com/GageParkHS			Y	"9,10,11,12"	41893	330	315	66	75	128	200	1	0	1	0	0	0	0	0	There are 330 students enrolled at GAGE PARK HS.  95.5% are Low Income Students.  20% are Diverse Learners.  22.7% are Limited English Learners.	The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 60.6% of the student population.  The second greatest demographic is Black at 38.8%.	No/unknown accessibility	N			9:00 AM - 4:15 PM	9:00 AM - 4:15 PM	4:15 PM -6:15 PM	0.34375	"Spanish, Spanish for Heritage Speakers"	Y	Y	Y						"49, 55, 94"	Green		41.791013	-87.688954	14.4	18.4	21.8	57.9	68.7	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	Assistant Principal	Carmia Fuqua	Counselor's Office	Counselor-Leonel Gallegos	Administrator-Special Services	Dorothy Bowman	Attendance	Attendance Clerk-Suzanna Gutierrez	Sports Coordinator	Michael Martinez	"5630 S ROCKWELL ST
Chicago, Illinois 60629
(41.791013, -87.688954)"	41.79101	-87.68895
400035	7940	66281	CHICAGO MATH & SCIENCE HS	Chicago Math and Science Academy Charter School	Charter	HS	Y	Y	Y	N	"CMSA prepares students for the competitive global world by offering a math, science and technology-focused curriculum and requiring all students to complete a summer internship while in high school."	Director	Mr. Michael Kuran			7212 N CLARK ST	Chicago	Illinois	60626	7737618960	7737618961	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400035	http://www.cmsaonline.net	https://www.facebook.com/Chicago-Math-and-Science-Academy-326964987332523/	https://twitter.com/cmsa04	http://www.youtube.com/CMSA7212		N	"6,7,8,9,10,11,12"	41801	584	533	57	82	180	317	20	54	3	0	1	9	0	0	There are 584 students enrolled at CHICAGO MATH & SCIENCE HS.  91.3% are Low Income Students.  9.8% are Diverse Learners.  14% are Limited English Learners.	The largest demographic at CHICAGO MATH & SCIENCE HS is Hispanic.  This demographic makes up 54.3% of the student population.  The second greatest demographic is Black at 30.8%.	Fully Accessible	Y				8:15 a.m. - 3:15 p.m.			"Spanish, Turkish"	Y	N	Y						22		Union Pacific North (UP-N)	42.013031	-87.674818	20.8	18.4	72	57.9	85.2	73.5	Level 1+	Not Applicable	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"7212 N CLARK ST
Chicago, Illinois 60626
(42.013031, -87.674818)"	42.01303	-87.67481
400144	9604	66628	YCCS - WESTSIDE HOLISTIC	YCCS-Westside Holistic Leadership Acad HS	Charter	HS	Y	N	N	N	YCCS-Westside Holistic Leadership Academy	Director	Early King	Assistant Principal	Christina Romo	4909 W DIVISION ST	Chicago	Illinois	60651	7732610994	7732611029	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400144	http://www.yccs.us					N	"9,10,11,12"	41893	78	74	7	4	60	18	0	0	0	0	0	0	0	0	There are 78 students enrolled at YCCS - WESTSIDE HOLISTIC.  94.9% are Low Income Students.  9% are Diverse Learners.  5.1% are Limited English Learners.	The largest demographic at YCCS - WESTSIDE HOLISTIC is Black.  This demographic makes up 76.9% of the student population.  The second greatest demographic is Hispanic at 23.1%.	No/unknown accessibility	Y			8:30 AM-2:58 PM					Y		Y						"70, 54"	"Blue, Green"		41.90224	-87.74881	14.1	18.4	20.8	57.9		73.5	Level 1+	Not Applicable	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"4909 W DIVISION ST
Chicago, Illinois 60651
(41.90224, -87.74881)"	41.90224	-87.74881
610581	9654	65021	MAGIC JOHNSON - BRAINERD HS	Magic Johnson- Brainerd HS	Citywide-Option	HS	Y	N	N	N	Â 	Principal	Ms. Sandra Smith			8908 S ASHLAND AVE	Chicago	Illinois	60620	7732392037	7732392084	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610581	http://www.bridgescape.com					N	"9,10,11,12"	41893	152	130	30	0	145	5	0	0	0	0	0	2	0	0	There are 152 students enrolled at MAGIC JOHNSON - BRAINERD HS.  85.5% are Low Income Students.  19.7% are Diverse Learners.  0.0% are Limited English Learners.	The largest demographic at MAGIC JOHNSON - BRAINERD HS is Black.  This demographic makes up 95.4% of the student population.  The second greatest demographic is Hispanic at 3.3%.	No/unknown accessibility	N																			41.731492	-87.66314	14.2	18.4		57.9		73.5	Level 2	Provisional Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that have their own processes for enrollment.	School Year 2016-2017											"8908 S ASHLAND AVE
Chicago, Illinois 60620
(41.731492, -87.66314)"	41.73149	-87.66314
609725	1490	46251	MORGAN PARK HS	Morgan Park High School	Neighborhood	HS	Y	Y	N	N	"Morgan Park High School, a neighborhood school with aÂ  population of approximately 1500 seventh through twelfth grade students and 120 faculty is academically, culturally, and economically diverse.  All students in the MP attendance area are automatically enrolled in the International Baccalaureate Middle Years Programme. This allows students the opportunity to have access to the IB Diploma Programme. In addition to students who live in our attendance area, Morgan Park admits students through several programs:Â  the International Baccalaureate Middle Years and Diploma Programmes and the World Language and International Studies Program, all of which admit students who meet rigorous program requirements.   Besides a wide array of extra-curricular activities, Morgan Park currently offers Advanced Placement English Literature and Advanced Placement Human Geography as well as Dual Credit English Composition, Pre Calculus, Applied Mathematics, and Law, providing students college-level instruction, the opportunity to earn college credit, and the ability to stand out in the college application process.Â  AP offerings are expanded in response to AP Potential generated by PSAT scores."	Principal	Carolyn Dolores Epps	Mrs. Gail Tennial		1744 W PRYOR AVE	Chicago	Illinois	60643	7735352550	7735352706	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609725	http://www.morganparkcps.org		https://twitter.com/EMPEHI1			Y	"7,8,9,10,11,12"	41831	1282	1119	138	3	1254	13	4	1	1	0	0	8	1	0	There are 1282 students enrolled at MORGAN PARK HS.  87.3% are Low Income Students.  10.8% are Diverse Learners.  0.2% are Limited English Learners.	The largest demographic at MORGAN PARK HS is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1%.	Generally accessible	N			7:30  AM - 2:45  PM	7:30 a.m. - 3:30 p.m.			"French, Spanish"	N	N	Y			Y			"111, 112"	Red	Rock Island District (RI)	41.692035	-87.665658	17.3	18.4	66.8	57.9	79.6	73.5	Level 2+	Good Standing	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017											"1744 W PRYOR AVE
Chicago, Illinois 60643
(41.692035, -87.665658)"	41.69203	-87.66565
610580	9653	65020	MAGIC JOHNSON - HUMBOLDT PK HS	Magic Johnson- Humboldt Park HS	Citywide-Option	HS	Y	N	N	N	Â 	Principal	Ms. Kisha Lang			2421 W DIVISION	Chicago	Illinois	60622	7732760620	7732760692	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610580	http://magicjohnsonbridgescape.com					N	"9,10,11,12"	41893	155	149	33	16	53	94	7	0	0	0	0	1	0	0	There are 155 students enrolled at MAGIC JOHNSON - HUMBOLDT PK HS.  96.1% are Low Income Students.  21.3% are Diverse Learners.  10.3% are Limited English Learners.	The largest demographic at MAGIC JOHNSON - HUMBOLDT PK HS is Hispanic.  This demographic makes up 60.6% of the student population.  The second greatest demographic is Black at 34.2%.	No/unknown accessibility	N																			41.902925	-87.687889	15.4	18.4	22.2	57.9		73.5	Level 2+	Not Applicable	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that have their own processes for enrollment.	School Year 2016-2017											"2421 W DIVISION
Chicago, Illinois 60622
(41.902925, -87.687889)"	41.90292	-87.68788
610334	7690	46471	RABY HS	Al Raby High School	Small	HS	Y	N	N	N	Al Raby inspires students to achieve academic excellence while teaching students how to be productive members of their community. Â We believe in meeting the academic and emotional needs of all students.	Principal	Dr.Femi S. Skanes	Assistant Principal	Holly Dacres	3545 W FULTON BLVD	Chicago	Illinois	60624	7735346755	7735346938	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610334	http://alraby.cps.edu/		https://twitter.com/RabyHS			N	"9,10,11,12"	41893	379	374	100	10	353	22	2	1	0	0	0	0	1	0	There are 379 students enrolled at RABY HS.  98.7% are Low Income Students.  26.4% are Diverse Learners.  2.6% are Limited English Learners.	The largest demographic at RABY HS is Black.  This demographic makes up 93.1% of the student population.  The second greatest demographic is Hispanic at 5.8%.	Generally accessible	Y			"8:00 - 3:23 M, T, Th, F  8:00 - 2:24 W"	8:00 AM - 3:23 PM	"3:30 PM - 6:00 PM M,T,Th,F"	0.3125	Spanish	N	N	Y			Y			82	Green	Union Pacific West (UP-W)	41.88621	-87.715423	14.5	18.4	51.1	57.9	73.4	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.	School Year 2016-2017	School Programmer	Michelle Harrell									"3545 W FULTON BLVD
Chicago, Illinois 60624
(41.88621, -87.715423)"	41.88621	-87.71542
610566	9631	65011	MAGIC JOHNSON - N LAWNDALE HS	Magic Johnson- North Lawndale HS	Citywide-Option	HS	Y	N	N	N	Â 	Principal	Mr. John Shenberger			3222 W ROOSEVELT RD	Chicago	Illinois	60624	7738261137	7738261180	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610566	https://www.bridgescape.com					N	"9,10,11,12"	41893	139	131	31	1	126	11	0	0	0	0	0	2	0	0	There are 139 students enrolled at MAGIC JOHNSON - N LAWNDALE HS.  94.2% are Low Income Students.  22.3% are Diverse Learners.  0.7% are Limited English Learners.	The largest demographic at MAGIC JOHNSON - N LAWNDALE HS is Black.  This demographic makes up 90.6% of the student population.  The second greatest demographic is Hispanic at 7.9%.	No/unknown accessibility	N			7:30 A.M - 4:00 P.M																41.866478	-87.706604	12.9	18.4	12.5	57.9		73.5	Level 2+	Not Applicable	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that have their own processes for enrollment.	School Year 2016-2017											"3222 W ROOSEVELT RD
Chicago, Illinois 60624
(41.866478, -87.706604)"	41.86647	-87.70660
610391	7110	46511	LINDBLOM HS	Robert Lindblom Math & Science Academy HS	Selective enrollment	HS	Y	Y	N	N	"Lindblom, a US News & World Report Gold Medal School, offers high-achieving students unique programs in critical world languages, math and science. With the largest Mandarin language program in Chicago and the largest non-heritage Arabic program in the United States, our language program affords students unique and rich opportunities.  Our Biotechnology Center of Excellence, run in partnership with Baxter International and the Office of STEM Education Partnerships at Northwestern University, provides the anchor for our deep STEM program.Â   With two forward-looking CTE programs, computer science and pre-engineering, Lindblom continues to find ways to make our students stand out to colleges and universities.  Lindblom graduates have included Posse scholarship winners, aÂ QuestBridge recipient,Â Â  and Gates Scholars. With over $37million in scholarships offeredÂ this past year, Lindblom is putting our students on the map!"	Principal	Mr.Wayne Joseph Bevis	Assistant Principal	Karen Fitzpatrick	6130 S WOLCOTT AVE	Chicago	Illinois	60636	7735359300	7735359314	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610391	http://www.lindblomeagles.org		http://twitter.com/LMSAEagles			N	"7,8,9,10,11,12"	41831	1331	882	72	19	941	325	34	13	3	0	0	10	0	5	There are 1331 students enrolled at LINDBLOM HS.  66.3% are Low Income Students.  5.4% are Diverse Learners.  1.4% are Limited English Learners.	The largest demographic at LINDBLOM HS is Black.  This demographic makes up 70.7% of the student population.  The second greatest demographic is Hispanic at 24.4%.	Generally accessible	N	Full Day		8:00 - 3:05pm	8:00 a.m. - 3:05 p.m.	3:05 PM - 8:30 PM	0.260416667	"Arabic, Chinese"	N	N	Y			Y			"9, 48, 63"	Green		41.782041	-87.671662	22.9	18.4	83.6	57.9	89.2	73.5	Level 1+	Good Standing	"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.	School Year 2016-2017	Assistant Principal	Kelli Easterly									"6130 S WOLCOTT AVE
Chicago, Illinois 60636
(41.782041, -87.671662)"	41.78204	-87.67166
609727	1510	46261	PHILLIPS HS	Wendell Phillips Academy High School	Neighborhood	HS	Y	N	N	N	"Phillips is a jewel in the heart of Bronzeville. Â Phillips has developed a college going culture over the past five years. Â Currently, the class of 2016 has achieved 100% acceptance into a college or university with 83% of those being four year institutions! Â This class has also earned $11.3 million in scholarships! In November 2015, the Phillips Wildcats were the first CPS team to win the IHSA Football Championship and 6 seniors have received full athletic and academic scholarships to Division I Universities!Â "	Principal	Matthew G Sullivan	Assistant Principal	Ronnie Bates	244 E PERSHING RD	Chicago	Illinois	60653	7735351603	7735351605	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609727	http://phillips.cps.edu	http://www.facebook.com/wendell.phillips	https://twitter.com/AUSLWPAHS		http://www.pinterest.com/auslwpahs/	Y	"9,10,11,12"	41893	639	606	148	4	628	8	0	0	0	0	0	0	1	2	There are 639 students enrolled at PHILLIPS HS.  94.8% are Low Income Students.  23.2% are Diverse Learners.  0.6% are Limited English Learners.	The largest demographic at PHILLIPS HS is Black.  This demographic makes up 98.3% of the student population.  The second greatest demographic is Hispanic at 1.3%.	Generally accessible	Y			Mon-Fri: 8:15 AM-3:15 PM				Spanish	N	N	Y						"1, 3, 39"	"Green, Red"		41.82388	-87.619796	15.2	18.4	55.4	57.9	57.9	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017											"244 E PERSHING RD
Chicago, Illinois 60653
(41.82388, -87.619796)"	41.82388	-87.61979
609708	1330	46131	FOREMAN HS	Edwin G. Foreman College and Career Academy	Neighborhood	HS	Y	N	N	N	"Foreman College and Career Academy offers a variety of Advanced Placement, Honors, and Dual Credit classes where students earn college credit. Foreman College and Career Academy offers Career and Technical Education courses in Information Technology, Web Design, and Digital Media where student earn industry accreditation and software certification needed in their career field. Foreman College and Career Academy offers a variety of in school and after extracurricular activities including sport music and dance teams. In pursuit of our goal to attend to the whole child Foreman College and Career Academy partners with BAM (Becoming A Man), WOW (Working on Womanhood), GearUp, OneGoal, SGA, Columbia University Upward Bound, Junior Achievement, SAGA, After School Matters, Â Communities United, and the National Museum of Mexican Arts."	Principal	Wayne K Issa	Assistant Principal	Emilia Herrera-Padilla	3235 N LECLAIRE AVE	Chicago	Illinois	60641	7735343400	7735343684	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609708	http://www.foremanhs.org	http://www.facebook.com/foremanhs	http://twitter.com/foremanhs			Y	"9,10,11,12"	41893	802	750	178	204	180	591	20	7	2	0	0	1	1	0	There are 802 students enrolled at FOREMAN HS.  93.5% are Low Income Students.  22.2% are Diverse Learners.  25.4% are Limited English Learners.	The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 73.7% of the student population.  The second greatest demographic is Black at 22.4%.	Generally accessible	N			7:15 AM - 4:15 PM	8:45 AM. - 4:00 PM	4:00 PM-6:00 PM	0.3125	"French, Polish, Spanish, Spanish for Heritage Speakers"	Y	N	Y						"54, 77, 85, 152"	Blue		41.939797	-87.754167	15.3	18.4	44.6	57.9	65.2	73.5	Level 2	Intensive Support	"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area."	School Year 2016-2017	Culture and Climate Director	Mr. Marcus Floyd	Dean of Students	Mr. William Weeks	Business Manager	Ms. Aida DeJesus-Jackson	Director of Counseling	Ms. Lydia Maldonado	College and Career Specialist	Ms. Lishonlynn Akporido	"3235 N LECLAIRE AVE
Chicago, Illinois 60641
(41.939797, -87.754167)"	41.93979	-87.75416
400130	9047	66614	YCCS - YOUTH DEVELOPMENT	YCCS-Community Youth Development Institute HS	Charter	HS	Y	N	N	N	YCCS Charter-Community Youth Development Institute	Director	Ms. Keena Robinson			7836 S UNION AVE	Chicago	Illinois	60620	7732242273	7732242214	http://cps.edu/Schools/Pages/school.aspx?SchoolID=400130	http://www.cydihs.org/					N	"9,10,11,12"	41893	121	114	21	0	118	3	0	0	0	0	0	0	0	0	There are 121 students enrolled at YCCS - YOUTH DEVELOPMENT.  94.2% are Low Income Students.  17.4% are Diverse Learners.  0.0% are Limited English Learners.	The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 2.5%.	No/unknown accessibility	Y			7:30 AM - 5:00 PM					N		Y						"8, 79"			41.751377	-87.641731	12.5	18.4	14.6	57.9		73.5	Level 1	Not Applicable	"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp ."	"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable."	School Year 2016-2017											"7836 S UNION AVE
Chicago, Illinois 60620
(41.751377, -87.641731)"	41.75137	-87.64173
609745	1700	49031	SOUTHSIDE HS	Southside Occupational Academy High School	Special Education	HS	Y	N	N	N	"Southside Occupational Academy High School is a Transition Center for students with special needs aged 16-21 years.Â  We provide individualized education and training to students in the areas of Applied Academics, Independent Functioning, Vocational, and Social Learning Skills.Â  We offer each student the opportunity to learn within many contextualized environments throughout the school.Â  We have developed instructional labs in the areas of retail, grocery, office, culinary, hospitality, laundry, dish room, carpentry, and daily living.Â  Our counseling staff works closely with agency providers to support students and their families their transition from the public school system.Â  Please visit our website for more details."	Principal	Joshua Neil Long	Assistant Principal	Michiko Amos	7342 S HOYNE AVE	Chicago	Illinois	60636	7735359100	7735359110	http://cps.edu/Schools/Pages/school.aspx?SchoolID=609745	http://www.southsideacademycps.org/					N	"11,12"	41954	269	245	269	27	181	75	13	0	0	0	0	0	0	0	There are 269 students enrolled at SOUTHSIDE HS.  91.1% are Low Income Students.  100% are Diverse Learners.  10% are Limited English Learners.	The largest demographic at SOUTHSIDE HS is Black.  This demographic makes up 67.3% of the student population.  The second greatest demographic is Hispanic at 27.9%.	Fully Accessible	Y			9:00  AM - 4:15  PM			0.368055556		Y		Y			Y						41.759852	-87.675947		18.4	2.1	57.9		73.5	Inability to Rate	Good Standing	This school did not have enough data for a 2015-2016 Performance Policy Rating.	Schools for students with disabilities who reside in specified geographic locations. Acceptance based on studentsâ€™ Individualized Education Program.	School Year 2016-2017											"7342 S HOYNE AVE
Chicago, Illinois 60636
(41.759852, -87.675947)"	41.75985	-87.67594
610323	7540	46491	BOWEN HS	Bowen High School	Small	HS	Y	N	N	N	Bowen creates community leaders! We work hard to ensure BHS students obtain an excellent education in order to compete globally and affect positive change within their community.	Principal	Priscilla Horton	Assistant Principal	Thomas Trotter	2710 E 89TH ST	Chicago	Illinois	60617	7735357650	7735356489	http://cps.edu/Schools/Pages/school.aspx?SchoolID=610323	http://www.bowenhs.org		https://twitter.com/bowenhsisback			N	"9,10,11,12"	41893	293	271	88	21	228	63	1	0	0	0	0	1	0	0	There are 293 students enrolled at BOWEN HS.  92.5% are Low Income Students.  30% are Diverse Learners.  7.2% are Limited English Learners.	The largest demographic at BOWEN HS is Black.  This demographic makes up 77.8% of the student population.  The second greatest demographic is Hispanic at 21.5%.	Generally accessible	Y			8:00  AM - 3:23  PM	8:00 AM - 3:23 PM	3:30 PM - 6:00 PM	0.3125	"Spanish, Spanish for Heritage Speakers"	Y	N	Y			Y			"30, 87, 95E"		Metra Electric District (ME)	41.734627	-87.55755	14.6	18.4	49.4	57.9	63.7	73.5	Level 2+	Good Standing	"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp ."	These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.	School Year 2016-2017	Guidance Counselor	Janell Armstrong	Dean of Students	Karen Stewart							"2710 E 89TH ST
Chicago, Illinois 60617
(41.734627, -87.55755)"	41.73462	-87.55755
